system:index,climate_dewpoint_mean,climate_precip_total,climate_temp_mean,file,label,soil_oc,soil_ph,soil_texture,topo_elevation,topo_landforms,.geo
00000000000000000086,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,17,24,"{""type"":""Point"",""coordinates"":[-121.80881310777467,38.581158989453925]}"
00000000000000000087,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,6,34,"{""type"":""Point"",""coordinates"":[-121.69104378985212,38.581158989453925]}"
00000000000000000088,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.73425247905999,38.58106980743286]}"
00000000000000000089,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,24,"{""type"":""Point"",""coordinates"":[-121.7774611682679,38.58098062541179]}"
0000000000000000008a,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,5,24,"{""type"":""Point"",""coordinates"":[-121.65969185034535,38.58098062541179]}"
0000000000000000008b,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.70290053955324,38.580891443390726]}"
0000000000000000008c,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,11,34,"{""type"":""Point"",""coordinates"":[-121.74610922876111,38.5807978022686]}"
0000000000000000008d,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.789317917969,38.58070862024753]}"
0000000000000000008e,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.67154860004642,38.58070862024753]}"
0000000000000000008f,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,7,34,"{""type"":""Point"",""coordinates"":[-121.71475728925432,38.58061943822646]}"
00000000000000000090,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,24,"{""type"":""Point"",""coordinates"":[-121.75796597846221,38.58053025620538]}"
00000000000000000091,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,34,"{""type"":""Point"",""coordinates"":[-121.80117912677117,38.580441074184314]}"
00000000000000000092,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,6,34,"{""type"":""Point"",""coordinates"":[-121.68340980884862,38.58044107418432]}"
00000000000000000093,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,34,"{""type"":""Point"",""coordinates"":[-121.7266184980565,38.58035189216325]}"
00000000000000000094,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,13,34,"{""type"":""Point"",""coordinates"":[-121.76982718726441,38.58026271014217]}"
00000000000000000095,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,3,73,7,19,34,"{""type"":""Point"",""coordinates"":[-121.81303587647227,38.58016906902006]}"
00000000000000000096,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.69526655854975,38.58016906902006]}"
00000000000000000097,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.7384752477576,38.58007988699899]}"
00000000000000000098,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,24,"{""type"":""Point"",""coordinates"":[-121.78168393696552,38.579990704977924]}"
00000000000000000099,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,5,24,"{""type"":""Point"",""coordinates"":[-121.66391461904298,38.57999070497793]}"
0000000000000000009a,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.70712330825081,38.579901522956845]}"
0000000000000000009b,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,11,24,"{""type"":""Point"",""coordinates"":[-121.75033199745872,38.57981234093578]}"
0000000000000000009c,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.7935406866666,38.57972315891471]}"
0000000000000000009d,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.67577136874405,38.57972315891471]}"
0000000000000000009e,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,7,34,"{""type"":""Point"",""coordinates"":[-121.71898005795194,38.579633976893646]}"
0000000000000000009f,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,24,"{""type"":""Point"",""coordinates"":[-121.76218874715984,38.579540335771526]}"
000000000000000000a0,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,17,24,"{""type"":""Point"",""coordinates"":[-121.80539743636773,38.579451153750455]}"
000000000000000000a1,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,6,34,"{""type"":""Point"",""coordinates"":[-121.68762811844518,38.579451153750455]}"
000000000000000000a2,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.73083680765305,38.57936197172938]}"
000000000000000000a3,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,13,34,"{""type"":""Point"",""coordinates"":[-121.77404995596203,38.57927278970832]}"
000000000000000000a4,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,5,34,"{""type"":""Point"",""coordinates"":[-121.65628063803943,38.57927278970832]}"
000000000000000000a5,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.69948932724732,38.57918360768725]}"
000000000000000000a6,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,11,34,"{""type"":""Point"",""coordinates"":[-121.74269801645521,38.57909442566618]}"
000000000000000000a7,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.78590670566311,38.57900524364512]}"
000000000000000000a8,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.66813738774056,38.57900524364511]}"
000000000000000000a9,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.71134607694844,38.57891160252299]}"
000000000000000000aa,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,11,24,"{""type"":""Point"",""coordinates"":[-121.75455476615633,38.57882242050192]}"
000000000000000000ab,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,34,"{""type"":""Point"",""coordinates"":[-121.79776345536423,38.57873323848085]}"
000000000000000000ac,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,6,34,"{""type"":""Point"",""coordinates"":[-121.67999413744168,38.57873323848085]}"
000000000000000000ad,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,34,"{""type"":""Point"",""coordinates"":[-121.72320282664957,38.57864405645978]}"
000000000000000000ae,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,24,"{""type"":""Point"",""coordinates"":[-121.76641151585746,38.57855487443871]}"
000000000000000000af,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,17,24,"{""type"":""Point"",""coordinates"":[-121.80962020506533,38.578465692417645]}"
000000000000000000b0,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,6,34,"{""type"":""Point"",""coordinates"":[-121.6918508871428,38.57846569241765]}"
000000000000000000b1,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.73505957635066,38.57837651039657]}"
000000000000000000b2,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,24,"{""type"":""Point"",""coordinates"":[-121.77826826555858,38.57828286927445]}"
000000000000000000b3,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,5,24,"{""type"":""Point"",""coordinates"":[-121.66049894763604,38.57828286927445]}"
000000000000000000b4,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.70370763684387,38.57819368725339]}"
000000000000000000b5,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,11,34,"{""type"":""Point"",""coordinates"":[-121.74692078515284,38.57810450523231]}"
000000000000000000b6,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.79012947436073,38.57801532321125]}"
000000000000000000b7,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.67236015643816,38.57801532321125]}"
000000000000000000b8,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,7,34,"{""type"":""Point"",""coordinates"":[-121.71556884564608,38.577926141190176]}"
000000000000000000b9,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,24,"{""type"":""Point"",""coordinates"":[-121.75877753485393,38.5778369591691]}"
000000000000000000ba,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,34,"{""type"":""Point"",""coordinates"":[-121.80198622406184,38.57774777714804]}"
000000000000000000bb,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,6,34,"{""type"":""Point"",""coordinates"":[-121.68421690613931,38.57774777714804]}"
000000000000000000bc,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,34,"{""type"":""Point"",""coordinates"":[-121.72742559534717,38.57765413602591]}"
000000000000000000bd,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,13,34,"{""type"":""Point"",""coordinates"":[-121.77063428455509,38.577564954004856]}"
000000000000000000be,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,3,73,7,19,34,"{""type"":""Point"",""coordinates"":[-121.81384297376296,38.57747577198378]}"
000000000000000000bf,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.69607365584038,38.57747577198378]}"
000000000000000000c0,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.73928234504827,38.57738658996271]}"
000000000000000000c1,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,24,"{""type"":""Point"",""coordinates"":[-121.78249103425617,38.577297407941636]}"
000000000000000000c2,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,5,24,"{""type"":""Point"",""coordinates"":[-121.66472171633362,38.57729740794164]}"
000000000000000000c3,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.7079304055415,38.577208225920565]}"
000000000000000000c4,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,11,24,"{""type"":""Point"",""coordinates"":[-121.75113909474939,38.57711458479846]}"
000000000000000000c5,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,34,"{""type"":""Point"",""coordinates"":[-121.79434778395728,38.57702540277738]}"
000000000000000000c6,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.67657846603474,38.57702540277738]}"
000000000000000000c7,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,7,34,"{""type"":""Point"",""coordinates"":[-121.7197916143437,38.57693622075631]}"
000000000000000000c8,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,24,"{""type"":""Point"",""coordinates"":[-121.76300030355154,38.576847038735245]}"
000000000000000000c9,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,17,24,"{""type"":""Point"",""coordinates"":[-121.80620899275945,38.576757856714174]}"
000000000000000000ca,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,6,34,"{""type"":""Point"",""coordinates"":[-121.68843967483689,38.576757856714174]}"
000000000000000000cb,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,76,4,9,34,"{""type"":""Point"",""coordinates"":[-121.73164836404477,38.5766686746931]}"
000000000000000000cc,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,13,34,"{""type"":""Point"",""coordinates"":[-121.77485705325266,38.576579492672046]}"
000000000000000000cd,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,5,34,"{""type"":""Point"",""coordinates"":[-121.65708773533012,38.57657949267204]}"
000000000000000000ce,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.70029642453801,38.57648585154991]}"
000000000000000000cf,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,4,11,34,"{""type"":""Point"",""coordinates"":[-121.7435051137459,38.57639666952885]}"
000000000000000000d0,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.78671380295378,38.576307487507776]}"
000000000000000000d1,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,5,34,"{""type"":""Point"",""coordinates"":[-121.66894448503125,38.576307487507776]}"
000000000000000000d2,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,6,34,"{""type"":""Point"",""coordinates"":[-121.7121531742391,38.576218305486705]}"
000000000000000000d3,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,11,24,"{""type"":""Point"",""coordinates"":[-121.75536186344699,38.57612912346564]}"
000000000000000000d4,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,34,"{""type"":""Point"",""coordinates"":[-121.79857055265488,38.57603994144457]}"
000000000000000000d5,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,4,6,34,"{""type"":""Point"",""coordinates"":[-121.68080123473234,38.57603994144457]}"
000000000000000000d6,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,34,"{""type"":""Point"",""coordinates"":[-121.72400992394023,38.5759507594235]}"
